"70BCSV 	",
1583.8,-56.476
1583.82,-56.492
1583.84,-56.493
1583.86,-56.498
1583.88,-56.51
1583.9,-56.518
1583.92,-56.512
1583.94,-56.527
1583.96,-56.536
1583.98,-56.54
1584,-56.541
1584.02,-56.554
1584.04,-56.55
1584.06,-56.561
1584.08,-56.571
1584.1,-56.572
1584.12,-56.584
1584.14,-56.583
1584.16,-56.585
1584.18,-56.598
1584.2,-56.609
1584.22,-56.609
1584.24,-56.607
1584.26,-56.619
1584.28,-56.632
1584.3,-56.633
1584.32,-56.644
1584.34,-56.646
1584.36,-56.641
1584.38,-56.661
1584.4,-56.67
1584.42,-56.663
1584.44,-56.67
1584.46,-56.678
1584.48,-56.692
1584.5,-56.69
1584.52,-56.692
1584.54,-56.714
1584.56,-56.715
1584.58,-56.706
1584.6,-56.721
1584.62,-56.717
1584.64,-56.731
1584.66,-56.736
1584.68,-56.747
1584.7,-56.748
1584.72,-56.751
1584.74,-56.756
1584.76,-56.765
1584.78,-56.776
1584.8,-56.784
1584.82,-56.782
1584.84,-56.788
1584.86,-56.794
1584.88,-56.8
1584.9,-56.802
1584.92,-56.802
1584.94,-56.813
1584.96,-56.825
1584.98,-56.827
1585,-56.828
1585.02,-56.846
1585.04,-56.84
1585.06,-56.845
1585.08,-56.855
1585.1,-56.86
1585.12,-56.853
1585.14,-56.874
1585.16,-56.884
1585.18,-56.879
1585.2,-56.888
1585.22,-56.88
1585.24,-56.884
1585.26,-56.905
1585.28,-56.905
1585.3,-56.922
1585.32,-56.912
1585.34,-56.932
1585.36,-56.926
1585.38,-56.934
1585.4,-56.941
1585.42,-56.944
1585.44,-56.959
1585.46,-56.957
1585.48,-56.957
1585.5,-56.962
1585.52,-56.977
1585.54,-56.972
1585.56,-56.993
1585.58,-56.987
1585.6,-56.987
1585.62,-57.006
1585.64,-56.999
1585.66,-57.016
1585.68,-57.018
1585.7,-57.027
1585.72,-57.03
1585.74,-57.031
1585.76,-57.041
1585.78,-57.041
1585.8,-57.046
1585.82,-57.054
1585.84,-57.063
1585.86,-57.065
1585.88,-57.053
1585.9,-57.072
1585.92,-57.064
1585.94,-57.079
1585.96,-57.089
1585.98,-57.082
1586,-57.084
1586.02,-57.11
1586.04,-57.099
1586.06,-57.112
1586.08,-57.119
1586.1,-57.12
1586.12,-57.129
1586.14,-57.134
1586.16,-57.13
1586.18,-57.142
1586.2,-57.149
1586.22,-57.146
1586.24,-57.156
1586.26,-57.155
1586.28,-57.157
1586.3,-57.174
1586.32,-57.177
1586.34,-57.182
1586.36,-57.195
1586.38,-57.189
1586.4,-57.199
1586.42,-57.209
1586.44,-57.207
1586.46,-57.21
1586.48,-57.213
1586.5,-57.229
1586.52,-57.224
1586.54,-57.231
1586.56,-57.245
1586.58,-57.244
1586.6,-57.25
1586.62,-57.252
1586.64,-57.265
1586.66,-57.263
1586.68,-57.271
1586.7,-57.273
1586.72,-57.274
1586.74,-57.288
1586.76,-57.294
1586.78,-57.302
1586.8,-57.313
1586.82,-57.313
1586.84,-57.305
1586.86,-57.326
1586.88,-57.319
1586.9,-57.323
1586.92,-57.334
1586.94,-57.34
1586.96,-57.344
1586.98,-57.345
1587,-57.349
1587.02,-57.366
1587.04,-57.364
1587.06,-57.365
1587.08,-57.361
1587.1,-57.377
1587.12,-57.381
1587.14,-57.385
1587.16,-57.4
1587.18,-57.39
1587.2,-57.409
1587.22,-57.407
1587.24,-57.416
1587.26,-57.409
1587.28,-57.426
1587.3,-57.427
1587.32,-57.437
1587.34,-57.441
1587.36,-57.445
1587.38,-57.454
1587.4,-57.446
1587.42,-57.452
1587.44,-57.462
1587.46,-57.468
1587.48,-57.471
1587.5,-57.475
1587.52,-57.48
1587.54,-57.469
1587.56,-57.493
1587.58,-57.5
1587.6,-57.499
1587.62,-57.515
1587.64,-57.507
1587.66,-57.518
1587.68,-57.519
1587.7,-57.523
1587.72,-57.538
1587.74,-57.535
1587.76,-57.54
1587.78,-57.552
1587.8,-57.549
1587.82,-57.571
1587.84,-57.557
1587.86,-57.567
1587.88,-57.565
1587.9,-57.571
1587.92,-57.583
1587.94,-57.592
1587.96,-57.587
1587.98,-57.585
1588,-57.601
1588.02,-57.596
1588.04,-57.611
1588.06,-57.613
1588.08,-57.632
1588.1,-57.611
1588.12,-57.625
1588.14,-57.63
1588.16,-57.629
1588.18,-57.629
1588.2,-57.639
1588.22,-57.652
1588.24,-57.648
1588.26,-57.651
1588.28,-57.653
1588.3,-57.667
1588.32,-57.673
1588.34,-57.663
1588.36,-57.678
1588.38,-57.679
1588.4,-57.697
1588.42,-57.688
1588.44,-57.688
1588.46,-57.703
1588.48,-57.701
1588.5,-57.709
1588.52,-57.719
1588.54,-57.719
1588.56,-57.725
1588.58,-57.729
1588.6,-57.743
1588.62,-57.734
1588.64,-57.741
1588.66,-57.75
1588.68,-57.745
1588.7,-57.768
1588.72,-57.757
1588.74,-57.756
1588.76,-57.779
1588.78,-57.768
1588.8,-57.774
1588.82,-57.8
1588.84,-57.797
1588.86,-57.785
1588.88,-57.787
1588.9,-57.791
1588.92,-57.812
1588.94,-57.811
1588.96,-57.811
1588.98,-57.815
1589,-57.823
1589.02,-57.826
1589.04,-57.829
1589.06,-57.842
1589.08,-57.841
1589.1,-57.853
1589.12,-57.841
1589.14,-57.859
1589.16,-57.859
1589.18,-57.861
1589.2,-57.863
1589.22,-57.888
1589.24,-57.87
1589.26,-57.891
1589.28,-57.881
1589.3,-57.899
1589.32,-57.895
1589.34,-57.899
1589.36,-57.906
1589.38,-57.907
1589.4,-57.904
1589.42,-57.911
1589.44,-57.922
1589.46,-57.915
1589.48,-57.936
1589.5,-57.942
1589.52,-57.949
1589.54,-57.936
1589.56,-57.959
1589.58,-57.949
1589.6,-57.977
1589.62,-57.969
1589.64,-57.963
1589.66,-57.973
1589.68,-57.981
1589.7,-57.989
1589.72,-57.986
1589.74,-57.971
1589.76,-57.983
1589.78,-57.994
1589.8,-57.991
1589.82,-58.016
1589.84,-57.995
1589.86,-58.024
1589.88,-58.01
1589.9,-58.015
1589.92,-58.033
1589.94,-58.014
1589.96,-58.04
1589.98,-58.033
1590,-58.038
1590.02,-58.056
1590.04,-58.05
1590.06,-58.057
1590.08,-58.061
1590.1,-58.071
1590.12,-58.067
1590.14,-58.076
1590.16,-58.083
1590.18,-58.095
1590.2,-58.087
1590.22,-58.089
1590.24,-58.102
1590.26,-58.1
1590.28,-58.093
1590.3,-58.112
1590.32,-58.128
1590.34,-58.102
1590.36,-58.123
1590.38,-58.135
1590.4,-58.138
1590.42,-58.134
1590.44,-58.139
1590.46,-58.149
1590.48,-58.138
1590.5,-58.149
1590.52,-58.157
1590.54,-58.174
1590.56,-58.165
1590.58,-58.168
1590.6,-58.167
1590.62,-58.175
1590.64,-58.187
1590.66,-58.191
1590.68,-58.2
1590.7,-58.197
1590.72,-58.22
1590.74,-58.199
1590.76,-58.222
1590.78,-58.213
1590.8,-58.216
1590.82,-58.215
1590.84,-58.229
1590.86,-58.235
1590.88,-58.243
1590.9,-58.236
1590.92,-58.249
1590.94,-58.246
1590.96,-58.243
1590.98,-58.25
1591,-58.265
1591.02,-58.275
1591.04,-58.267
1591.06,-58.28
1591.08,-58.275
1591.1,-58.29
1591.12,-58.298
1591.14,-58.298
1591.16,-58.309
1591.18,-58.303
1591.2,-58.306
1591.22,-58.318
1591.24,-58.327
1591.26,-58.325
1591.28,-58.328
1591.3,-58.334
1591.32,-58.354
1591.34,-58.335
1591.36,-58.342
1591.38,-58.347
1591.4,-58.35
1591.42,-58.369
1591.44,-58.37
1591.46,-58.371
1591.48,-58.357
1591.5,-58.39
1591.52,-58.367
1591.54,-58.382
1591.56,-58.382
1591.58,-58.394
1591.6,-58.401
1591.62,-58.404
1591.64,-58.399
1591.66,-58.422
1591.68,-58.415
1591.7,-58.414
1591.72,-58.434
1591.74,-58.434
1591.76,-58.433
1591.78,-58.436
1591.8,-58.446
1591.82,-58.44
1591.84,-58.453
1591.86,-58.444
1591.88,-58.461
1591.9,-58.464
1591.92,-58.473
1591.94,-58.479
1591.96,-58.483
1591.98,-58.47
1592,-58.493
1592.02,-58.491
1592.04,-58.506
1592.06,-58.481
1592.08,-58.499
1592.1,-58.527
1592.12,-58.513
1592.14,-58.516
1592.16,-58.525
1592.18,-58.531
1592.2,-58.514
1592.22,-58.534
1592.24,-58.529
1592.26,-58.548
1592.28,-58.546
1592.3,-58.554
1592.32,-58.559
1592.34,-58.544
1592.36,-58.569
1592.38,-58.574
1592.4,-58.55
1592.42,-58.579
1592.44,-58.578
1592.46,-58.571
1592.48,-58.592
1592.5,-58.596
1592.52,-58.589
1592.54,-58.603
1592.56,-58.597
1592.58,-58.61
1592.6,-58.594
1592.62,-58.612
1592.64,-58.64
1592.66,-58.618
1592.68,-58.634
1592.7,-58.619
1592.72,-58.64
1592.74,-58.646
1592.76,-58.644
1592.78,-58.656
1592.8,-58.656
1592.82,-58.645
1592.84,-58.665
1592.86,-58.665
1592.88,-58.662
1592.9,-58.676
1592.92,-58.678
1592.94,-58.678
1592.96,-58.692
1592.98,-58.692
1593,-58.688
1593.02,-58.69
1593.04,-58.692
1593.06,-58.701
1593.08,-58.714
1593.1,-58.704
1593.12,-58.71
1593.14,-58.711
1593.16,-58.717
1593.18,-58.711
1593.2,-58.751
1593.22,-58.736
1593.24,-58.75
1593.26,-58.738
1593.28,-58.743
1593.3,-58.753
1593.32,-58.743
1593.34,-58.762
1593.36,-58.768
1593.38,-58.768
1593.4,-58.763
1593.42,-58.77
1593.44,-58.766
1593.46,-58.792
1593.48,-58.783
1593.5,-58.81
1593.52,-58.777
1593.54,-58.791
1593.56,-58.813
1593.58,-58.816
1593.6,-58.817
1593.62,-58.812
1593.64,-58.82
1593.66,-58.831
1593.68,-58.818
1593.7,-58.83
1593.72,-58.845
1593.74,-58.819
1593.76,-58.848
1593.78,-58.859
1593.8,-58.856
1593.82,-58.859
1593.84,-58.877
1593.86,-58.867
1593.88,-58.854
1593.9,-58.869
1593.92,-58.876
1593.94,-58.883
1593.96,-58.886
1593.98,-58.892
1594,-58.896
1594.02,-58.887
1594.04,-58.901
1594.06,-58.906
1594.08,-58.904
1594.1,-58.914
1594.12,-58.926
1594.14,-58.914
1594.16,-58.928
1594.18,-58.904
1594.2,-58.933
1594.22,-58.947
1594.24,-58.942
1594.26,-58.956
1594.28,-58.947
1594.3,-58.959
1594.32,-58.95
1594.34,-58.969
1594.36,-58.972
1594.38,-58.963
1594.4,-58.985
1594.42,-58.975
1594.44,-58.989
1594.46,-58.988
1594.48,-58.999
1594.5,-58.983
1594.52,-59.012
1594.54,-58.991
1594.56,-59.026
1594.58,-59.013
1594.6,-59.011
1594.62,-59.018
1594.64,-59.022
1594.66,-59.038
1594.68,-59.03
1594.7,-59.042
1594.72,-59.034
1594.74,-59.049
1594.76,-59.057
1594.78,-59.058
1594.8,-59.076
1594.82,-59.071
1594.84,-59.071
1594.86,-59.075
1594.88,-59.079
1594.9,-59.081
1594.92,-59.078
1594.94,-59.088
1594.96,-59.1
1594.98,-59.08
1595,-59.1
1595.02,-59.094
1595.04,-59.106
1595.06,-59.116
1595.08,-59.117
1595.1,-59.122
1595.12,-59.141
1595.14,-59.111
1595.16,-59.126
1595.18,-59.144
1595.2,-59.146
1595.22,-59.159
1595.24,-59.15
1595.26,-59.15
1595.28,-59.159
1595.3,-59.155
1595.32,-59.162
1595.34,-59.164
1595.36,-59.17
1595.38,-59.173
1595.4,-59.189
1595.42,-59.19
1595.44,-59.204
1595.46,-59.183
1595.48,-59.183
1595.5,-59.202
1595.52,-59.216
1595.54,-59.222
1595.56,-59.234
1595.58,-59.227
1595.6,-59.223
1595.62,-59.226
1595.64,-59.233
1595.66,-59.223
1595.68,-59.244
1595.7,-59.25
1595.72,-59.243
1595.74,-59.256
1595.76,-59.249
1595.78,-59.256
1595.8,-59.261
1595.82,-59.256
1595.84,-59.278
1595.86,-59.277
1595.88,-59.278
1595.9,-59.278
1595.92,-59.278
1595.94,-59.299
1595.96,-59.322
1595.98,-59.297
1596,-59.303
1596.02,-59.301
1596.04,-59.319
1596.06,-59.328
1596.08,-59.338
1596.1,-59.312
1596.12,-59.324
1596.14,-59.343
1596.16,-59.347
1596.18,-59.377
1596.2,-59.345
1596.22,-59.353
1596.24,-59.363
1596.26,-59.364
1596.28,-59.382
1596.3,-59.373
1596.32,-59.373
1596.34,-59.372
1596.36,-59.379
1596.38,-59.384
1596.4,-59.401
1596.42,-59.387
1596.44,-59.404
1596.46,-59.409
1596.48,-59.403
1596.5,-59.395
1596.52,-59.413
1596.54,-59.416
1596.56,-59.432
1596.58,-59.432
1596.6,-59.395
1596.62,-59.446
1596.64,-59.453
1596.66,-59.445
1596.68,-59.436
1596.7,-59.46
1596.72,-59.45
1596.74,-59.455
1596.76,-59.439
1596.78,-59.456
1596.8,-59.472
1596.82,-59.484
1596.84,-59.464
1596.86,-59.481
1596.88,-59.502
1596.9,-59.484
1596.92,-59.504
1596.94,-59.5
1596.96,-59.496
1596.98,-59.504
1597,-59.488
1597.02,-59.51
1597.04,-59.506
1597.06,-59.527
1597.08,-59.532
1597.1,-59.52
1597.12,-59.541
1597.14,-59.539
1597.16,-59.545
1597.18,-59.557
1597.2,-59.544
1597.22,-59.53
1597.24,-59.564
1597.26,-59.569
1597.28,-59.575
1597.3,-59.547
1597.32,-59.577
1597.34,-59.584
1597.36,-59.592
1597.38,-59.597
1597.4,-59.581
1597.42,-59.583
1597.44,-59.596
1597.46,-59.609
1597.48,-59.626
1597.5,-59.601
1597.52,-59.617
1597.54,-59.61
1597.56,-59.63
1597.58,-59.608
1597.6,-59.634
1597.62,-59.634
1597.64,-59.632
1597.66,-59.648
1597.68,-59.641
1597.7,-59.652
1597.72,-59.647
1597.74,-59.658
1597.76,-59.649
1597.78,-59.67
1597.8,-59.685
1597.82,-59.659
1597.84,-59.661
1597.86,-59.674
1597.88,-59.696
1597.9,-59.679
1597.92,-59.706
1597.94,-59.704
1597.96,-59.698
1597.98,-59.691
1598,-59.71
1598.02,-59.727
1598.04,-59.715
1598.06,-59.712
1598.08,-59.737
1598.1,-59.706
1598.12,-59.732
1598.14,-59.712
1598.16,-59.723
1598.18,-59.774
1598.2,-59.769
1598.22,-59.756
1598.24,-59.78
1598.26,-59.762
1598.28,-59.756
1598.3,-59.766
1598.32,-59.775
1598.34,-59.778
1598.36,-59.78
1598.38,-59.773
1598.4,-59.797
1598.42,-59.782
1598.44,-59.805
1598.46,-59.805
1598.48,-59.794
1598.5,-59.815
1598.52,-59.826
1598.54,-59.817
1598.56,-59.82
1598.58,-59.837
1598.6,-59.846
1598.62,-59.866
1598.64,-59.839
1598.66,-59.839
1598.68,-59.866
1598.7,-59.844
1598.72,-59.865
1598.74,-59.857
1598.76,-59.867
1598.78,-59.888
1598.8,-59.863
1598.82,-59.889
1598.84,-59.887
1598.86,-59.897
1598.88,-59.92
1598.9,-59.887
1598.92,-59.89
1598.94,-59.908
1598.96,-59.896
1598.98,-59.937
1599,-59.912
1599.02,-59.92
1599.04,-59.953
1599.06,-59.941
1599.08,-59.918
1599.1,-59.931
1599.12,-59.941
1599.14,-59.954
1599.16,-59.96
1599.18,-59.961
1599.2,-59.963
1599.22,-59.968
1599.24,-59.988
1599.26,-59.968
1599.28,-59.987
1599.3,-59.982
1599.32,-59.98
1599.34,-59.992
1599.36,-60.022
1599.38,-59.985
1599.4,-60
1599.42,-59.994
1599.44,-60.016
1599.46,-60.022
1599.48,-60.012
1599.5,-60.028
1599.52,-60.03
1599.54,-60.022
1599.56,-60.032
1599.58,-60.038
1599.6,-60.033
1599.62,-60.063
1599.64,-60.046
1599.66,-60.052
1599.68,-60.059
1599.7,-60.062
1599.72,-60.078
1599.74,-60.075
1599.76,-60.09
1599.78,-60.058
1599.8,-60.079
1599.82,-60.1
1599.84,-60.07
1599.86,-60.102
1599.88,-60.078
1599.9,-60.116
1599.92,-60.132
1599.94,-60.118
1599.96,-60.125
1599.98,-60.124
1600,-60.112
